cell_id,centroid_x,centroid_y,reddot,blackdot,score
1,891.40,629.96,NaN,NaN,NaN
2,776.33,497.80,NaN,NaN,NaN
3,831.61,385.19,NaN,NaN,NaN
4,809.35,252.66,NaN,NaN,NaN
5,487.96,120.74,0,0,0.0000
6,744.69,142.90,NaN,NaN,NaN
7,68.76,613.05,4,1,0.0000
8,669.18,174.77,NaN,NaN,NaN
9,729.03,257.97,0,0,0.0000
10,828.35,52.06,NaN,NaN,NaN
11,853.54,105.92,2,4,2.0000
12,38.19,884.92,2,4,2.0000
13,734.42,642.52,NaN,NaN,NaN
14,365.57,865.49,NaN,NaN,NaN
15,121.41,802.86,0,0,0.0000
16,588.10,248.39,NaN,NaN,NaN
17,654.05,29.54,2,2,0.0000
18,188.77,825.21,NaN,NaN,NaN
19,726.95,567.87,3,2,0.0000
20,96.32,887.21,0,0,0.0000
21,290.03,29.05,0,0,0.0000
22,784.35,158.73,NaN,NaN,NaN
23,632.61,81.19,0,0,0.0000
24,457.21,839.49,0,0,0.0000
25,841.49,180.89,NaN,NaN,NaN
26,140.28,759.65,0,0,0.0000
27,317.10,814.49,2,4,2.0000
28,725.42,429.45,NaN,NaN,NaN
29,146.19,880.64,0,0,0.0000
30,764.52,356.61,NaN,NaN,NaN
31,548.00,114.59,3,4,0.0000
32,389.59,769.07,0,0,0.0000
33,430.78,29.00,0,0,0.0000
34,105.43,708.54,0,0,0.0000
35,679.17,381.55,0,0,0.0000
36,811.89,106.83,0,0,0.0000
37,735.02,376.90,0,0,0.0000
38,129.36,845.88,0,0,0.0000
39,603.80,45.64,2,2,0.0000
40,700.05,112.86,NaN,NaN,NaN
41,44.82,811.33,0,0,0.0000
42,345.84,742.94,NaN,NaN,NaN
43,779.29,597.49,3,3,0.0000
44,24.18,847.86,0,0,0.0000
45,598.55,128.00,NaN,NaN,NaN
46,80.91,832.96,0,0,0.0000
47,85.72,761.02,0,0,0.0000
48,467.09,157.39,0,0,0.0000
49,582.85,197.14,NaN,NaN,NaN
50,391.30,731.00,NaN,NaN,NaN
51,772.15,306.27,0,0,0.0000
52,683.99,252.53,NaN,NaN,NaN
53,1294.52,324.07,2,4,2.0000
54,1337.72,586.38,0,0,0.0000
55,1597.06,113.77,2,4,2.0000
56,1493.07,265.24,2,3,0.0000
57,1449.25,442.69,0,0,0.0000
58,1180.14,101.37,0,0,0.0000
59,1319.05,108.16,NaN,NaN,NaN
60,1404.62,312.67,0,0,0.0000
61,1650.31,529.62,4,4,0.0000
62,1614.89,315.37,2,7,3.5000
63,911.06,115.77,NaN,NaN,NaN
64,1064.33,129.71,4,6,0.0000
65,917.06,261.71,NaN,NaN,NaN
66,1042.18,649.47,2,3,0.0000
67,1213.92,170.02,NaN,NaN,NaN
68,1327.69,850.32,NaN,NaN,NaN
69,1033.59,449.36,NaN,NaN,NaN
70,1053.03,514.71,NaN,NaN,NaN
71,1495.09,117.52,NaN,NaN,NaN
72,1655.93,733.03,NaN,NaN,NaN
73,1204.06,671.54,2,5,2.5000
74,903.08,417.42,NaN,NaN,NaN
75,1255.58,36.88,NaN,NaN,NaN
76,1431.50,792.62,NaN,NaN,NaN
77,1398.22,662.88,0,0,0.0000
78,1202.32,727.49,NaN,NaN,NaN
79,976.64,110.57,NaN,NaN,NaN
80,1172.78,528.55,NaN,NaN,NaN
81,1120.78,169.86,NaN,NaN,NaN
82,1053.28,270.48,NaN,NaN,NaN
83,1527.75,523.94,NaN,NaN,NaN
84,1630.67,460.34,0,0,0.0000
85,1292.07,516.81,NaN,NaN,NaN
86,984.76,560.13,2,7,3.5000
87,998.78,35.55,2,6,3.0000
88,1142.24,361.34,NaN,NaN,NaN
89,1593.88,658.07,3,5,0.0000
90,1091.09,579.72,NaN,NaN,NaN
91,1156.18,587.86,NaN,NaN,NaN
92,1370.36,832.68,2,4,2.0000
93,1170.32,871.38,NaN,NaN,NaN
94,1246.85,789.38,2,6,3.0000
95,988.93,228.41,2,3,0.0000
96,1471.55,354.02,0,0,0.0000
97,1149.99,808.09,NaN,NaN,NaN
98,1549.36,453.10,NaN,NaN,NaN
99,1528.35,393.87,0,0,0.0000
100,982.08,644.24,NaN,NaN,NaN
101,1526.50,672.10,0,0,0.0000
102,1004.18,315.06,3,2,0.0000
103,1455.08,872.59,NaN,NaN,NaN
104,1325.51,468.88,NaN,NaN,NaN
105,1651.61,887.50,NaN,NaN,NaN
106,1137.76,433.03,2,4,2.0000
107,1269.68,882.09,0,0,0.0000
108,1333.98,691.13,NaN,NaN,NaN
109,1035.90,77.08,3,3,0.0000
110,1215.68,335.28,0,0,0.0000
111,1114.85,737.08,NaN,NaN,NaN
112,1475.27,832.29,NaN,NaN,NaN
113,1597.31,732.93,NaN,NaN,NaN
114,1482.80,708.26,0,0,0.0000
115,1522.45,595.33,NaN,NaN,NaN
116,1202.81,409.99,2,0,0.0000
117,1266.35,721.09,NaN,NaN,NaN
118,1120.13,649.12,NaN,NaN,NaN
119,1078.92,330.99,4,7,0.0000
120,1562.99,846.85,NaN,NaN,NaN
121,1556.61,362.82,NaN,NaN,NaN
122,1221.57,464.36,NaN,NaN,NaN
123,1319.26,746.34,NaN,NaN,NaN
124,958.48,458.07,NaN,NaN,NaN
125,1500.53,15.76,0,0,0.0000
126,1635.35,835.65,NaN,NaN,NaN
127,1117.66,891.32,0,0,0.0000
128,1495.35,778.86,NaN,NaN,NaN
129,1007.95,384.17,3,5,0.0000
130,1639.46,796.29,NaN,NaN,NaN
131,1030.28,359.88,0,0,0.0000
132,1554.18,195.57,NaN,NaN,NaN
133,1549.05,730.09,0,0,0.0000
134,1345.82,754.24,NaN,NaN,NaN
135,1468.65,743.64,0,0,0.0000
136,1416.65,731.88,0,0,0.0000
137,2371.27,143.54,2,4,2.0000
138,1861.00,183.17,5,6,0.0000
139,2111.80,194.21,NaN,NaN,NaN
140,1714.91,600.34,2,4,2.0000
141,2101.28,758.79,NaN,NaN,NaN
142,1667.08,411.14,NaN,NaN,NaN
143,1704.37,309.07,0,0,0.0000
144,2019.63,349.95,2,2,0.0000
145,2182.62,742.81,NaN,NaN,NaN
146,2368.82,501.86,NaN,NaN,NaN
147,1805.89,488.13,NaN,NaN,NaN
148,2027.32,648.16,2,7,3.5000
149,1887.66,676.77,NaN,NaN,NaN
150,1857.26,877.75,NaN,NaN,NaN
151,2008.82,454.45,NaN,NaN,NaN
152,2272.49,506.92,NaN,NaN,NaN
153,2348.90,564.42,NaN,NaN,NaN
154,1804.29,302.36,NaN,NaN,NaN
155,2296.10,895.61,NaN,NaN,NaN
156,1858.80,790.48,2,6,3.0000
157,2207.18,399.69,0,0,0.0000
158,1731.67,225.61,NaN,NaN,NaN
159,1740.13,160.79,0,0,0.0000
160,2372.07,330.81,0,0,0.0000
161,1669.08,26.98,2,3,0.0000
162,2063.90,808.78,0,0,0.0000
163,1934.84,374.67,0,0,0.0000
164,2254.19,726.20,NaN,NaN,NaN
165,1818.73,666.86,2,4,2.0000
166,2043.12,526.22,2,2,0.0000
167,2128.87,68.34,NaN,NaN,NaN
168,2201.01,815.43,NaN,NaN,NaN
169,1729.37,679.04,3,8,2.6667
170,1731.82,77.78,NaN,NaN,NaN
171,1789.96,588.85,NaN,NaN,NaN
172,2029.76,877.49,NaN,NaN,NaN
173,2364.44,645.27,NaN,NaN,NaN
174,2179.31,239.61,0,0,0.0000
175,1776.78,231.98,NaN,NaN,NaN
176,2278.41,587.97,NaN,NaN,NaN
177,2005.30,763.52,0,0,0.0000
178,1875.47,419.78,NaN,NaN,NaN
179,1704.97,773.88,NaN,NaN,NaN
180,2419.32,88.32,NaN,NaN,NaN
181,2313.49,230.72,3,5,0.0000
182,1861.39,263.48,NaN,NaN,NaN
183,1736.65,819.48,NaN,NaN,NaN
184,1973.23,557.00,0,0,0.0000
185,1913.21,42.64,0,0,0.0000
186,2315.62,844.54,0,0,0.0000
187,1942.56,472.84,2,5,2.5000
188,1841.68,411.74,3,9,3.0000
189,2406.45,266.77,NaN,NaN,NaN
190,1742.44,384.45,0,0,0.0000
191,1808.25,816.30,0,0,0.0000
192,2259.82,820.97,NaN,NaN,NaN
193,1770.76,416.44,NaN,NaN,NaN
194,2156.58,127.83,4,4,0.0000
195,2333.89,668.70,NaN,NaN,NaN
196,1902.18,420.99,NaN,NaN,NaN
197,2338.93,400.86,0,0,0.0000
198,2021.49,581.20,NaN,NaN,NaN
199,1759.69,756.45,0,0,0.0000
200,1916.56,159.33,NaN,NaN,NaN
201,2301.59,628.71,0,0,0.0000
202,2008.03,820.29,0,0,0.0000
203,1737.56,503.43,NaN,NaN,NaN
204,1699.33,377.92,0,0,0.0000
205,2373.35,31.57,NaN,NaN,NaN
206,1954.07,711.07,2,4,2.0000
207,2939.53,513.93,0,0,0.0000
208,2725.85,642.47,NaN,NaN,NaN
209,2538.14,632.09,3,8,2.6667
210,2670.23,434.83,2,6,3.0000
211,3158.38,303.46,2,2,0.0000
212,2664.31,266.07,NaN,NaN,NaN
213,2760.24,501.84,2,2,0.0000
214,2902.12,223.19,NaN,NaN,NaN
215,3096.36,78.35,0,0,0.0000
216,2871.44,121.28,0,0,0.0000
217,2721.40,746.07,2,3,0.0000
218,2513.05,834.83,NaN,NaN,NaN
219,2738.54,171.95,2,5,2.5000
220,2464.54,166.59,NaN,NaN,NaN
221,3160.35,894.15,0,0,0.0000
222,2581.08,494.93,2,3,0.0000
223,3031.62,320.34,3,2,0.0000
224,2729.80,90.28,NaN,NaN,NaN
225,3192.24,734.66,0,0,0.0000
226,2500.81,244.37,NaN,NaN,NaN
227,3152.33,507.17,NaN,NaN,NaN
228,2476.00,521.30,NaN,NaN,NaN
229,3099.91,596.33,NaN,NaN,NaN
230,2448.93,420.08,3,4,0.0000
231,2630.33,544.08,NaN,NaN,NaN
232,2461.12,601.34,NaN,NaN,NaN
233,2657.47,170.37,2,5,2.5000
234,2965.30,178.95,0,0,0.0000
235,2686.73,531.49,0,0,0.0000
236,3125.49,151.56,NaN,NaN,NaN
237,3086.29,230.91,0,0,0.0000
238,2494.98,736.61,0,0,0.0000
239,2822.21,531.58,NaN,NaN,NaN
240,3020.62,123.94,NaN,NaN,NaN
241,3183.49,72.61,NaN,NaN,NaN
242,2629.74,74.41,NaN,NaN,NaN
243,2607.85,341.61,0,0,0.0000
244,2909.75,345.99,NaN,NaN,NaN
245,3110.69,694.50,NaN,NaN,NaN
246,3058.69,651.23,2,1,0.0000
247,3005.45,247.81,0,0,0.0000
248,2824.84,663.38,0,0,0.0000
249,2531.86,322.20,0,0,0.0000
250,3159.01,422.77,NaN,NaN,NaN
251,3042.29,558.59,2,4,2.0000
252,2843.14,265.65,NaN,NaN,NaN
253,2868.37,456.40,0,0,0.0000
254,2563.38,414.56,0,0,0.0000
255,2831.14,201.19,NaN,NaN,NaN
256,2796.91,179.57,NaN,NaN,NaN
257,2672.92,590.62,0,0,0.0000
258,3007.42,622.13,0,0,0.0000
259,2795.28,85.12,0,0,0.0000
260,3059.73,190.16,NaN,NaN,NaN
261,2652.73,798.46,0,0,0.0000
262,2945.63,425.27,NaN,NaN,NaN
263,3190.74,840.62,NaN,NaN,NaN
264,2456.03,316.33,NaN,NaN,NaN
265,3063.21,525.04,NaN,NaN,NaN
266,2539.40,181.91,0,0,0.0000
267,3116.24,831.61,NaN,NaN,NaN
268,3173.93,198.99,0,0,0.0000
269,2512.74,391.08,2,3,0.0000
270,3030.57,389.02,NaN,NaN,NaN
271,2602.51,275.99,2,8,4.0000
272,2481.97,80.36,NaN,NaN,NaN
273,2953.45,290.72,3,3,0.0000
274,2664.94,16.95,NaN,NaN,NaN
275,3481.61,806.78,2,2,0.0000
276,3682.23,877.78,NaN,NaN,NaN
277,3858.16,784.23,2,4,2.0000
278,3678.54,196.89,0,0,0.0000
279,3591.89,523.28,NaN,NaN,NaN
280,3397.15,495.76,0,0,0.0000
281,3303.76,327.47,2,4,2.0000
282,3357.42,841.15,0,0,0.0000
283,3552.23,102.70,NaN,NaN,NaN
284,3332.65,77.49,0,0,0.0000
285,3220.44,531.97,NaN,NaN,NaN
286,3734.26,772.23,NaN,NaN,NaN
287,3369.75,229.23,NaN,NaN,NaN
288,3495.65,625.72,NaN,NaN,NaN
289,3618.95,781.68,0,0,0.0000
290,3488.36,351.78,0,0,0.0000
291,3683.20,288.09,0,0,0.0000
292,3750.48,561.86,NaN,NaN,NaN
293,3562.84,296.14,NaN,NaN,NaN
294,3237.24,679.26,0,0,0.0000
295,3593.93,225.68,0,0,0.0000
296,3818.57,714.25,0,0,0.0000
297,3960.13,518.85,2,5,2.5000
298,3320.05,442.23,NaN,NaN,NaN
299,3643.47,356.74,2,3,0.0000
300,3762.50,174.01,0,0,0.0000
301,3392.41,593.92,NaN,NaN,NaN
302,3513.05,433.33,2,3,0.0000
303,3794.37,373.99,0,0,0.0000
304,3319.82,204.01,0,0,0.0000
305,3965.74,878.29,NaN,NaN,NaN
306,3241.56,812.12,NaN,NaN,NaN
307,3885.32,874.71,0,0,0.0000
308,3287.33,854.94,NaN,NaN,NaN
309,3619.67,403.00,0,0,0.0000
310,3477.27,104.06,NaN,NaN,NaN
311,3781.29,482.02,NaN,NaN,NaN
312,3458.18,216.50,NaN,NaN,NaN
313,3614.20,468.59,0,0,0.0000
314,3679.26,610.16,NaN,NaN,NaN
315,3929.08,725.58,0,0,0.0000
316,3952.54,458.41,NaN,NaN,NaN
317,3703.48,408.52,0,0,0.0000
318,3235.24,32.77,0,0,0.0000
319,3469.40,527.75,0,0,0.0000
