t_s,rss_gb,cuda_alloc_gb,cuda_reserved_gb
356.47,3.079,0.467,2.185
357.66,2.942,0.664,1.185
358.2,3.091,0.464,2.185
359.11,2.931,0.453,0.531
359.63,3.03,1.319,2.185
360.26,3.103,0.466,2.185
360.78,3.098,0.458,2.185
362.44,2.929,0.55,1.185
362.96,2.959,0.453,2.185
363.47,3.045,0.465,2.185
364.89,2.929,0.466,0.531
365.42,3.102,0.462,2.185
366.43,2.945,0.466,0.531
366.96,3.096,0.469,2.185
368.29,3.032,0.453,2.185
368.8,3.09,0.466,2.185
370.45,2.944,0.535,1.185
371.06,3.096,0.463,2.185
372.32,2.928,0.545,1.185
372.85,2.981,0.462,2.185
373.36,2.94,0.564,1.185
373.88,2.954,0.453,2.185
374.39,3.018,0.464,2.185
375.91,2.943,0.466,0.531
376.44,3.063,0.453,2.185
377.01,2.945,0.466,0.531
377.54,3.026,0.639,2.185
378.19,3.029,0.453,2.185
378.7,3.018,0.467,2.185
379.37,3.029,0.453,2.185
379.88,3.026,0.525,2.185
381.1,3.037,0.52,2.185
381.62,3.021,0.467,2.185
382.88,3.032,0.453,2.185
383.39,2.926,0.453,2.185
383.9,2.947,0.525,2.185
384.7,3.03,0.453,2.185
385.21,3.017,0.453,2.185
385.71,2.927,0.453,2.181
386.22,3.031,0.467,2.185
386.73,2.95,0.453,0.531
387.24,2.939,0.453,2.185
387.75,3.022,0.582,2.185
389.31,2.925,0.453,0.531
389.83,2.959,0.453,2.185
390.34,3.022,0.469,2.185
391.84,3.038,0.453,2.185
392.37,3.092,0.46,2.185
393.88,2.935,0.453,0.531
394.49,3.093,0.468,2.185
395.88,2.94,0.466,0.531
396.4,3.094,0.467,2.185
397.62,2.941,0.994,1.185
398.15,3.026,0.467,2.185
398.97,3.025,0.453,2.185
399.49,3.03,0.467,2.185
400.17,3.033,0.453,2.185
400.68,3.026,0.467,2.185
401.27,3.089,0.453,2.185
401.79,3.03,0.453,2.185
403.76,2.934,0.552,1.185
404.28,3.085,0.462,2.185
405.11,2.926,0.558,1.185
405.63,3.098,0.453,2.185
406.14,3.037,0.453,2.185
406.65,3.004,0.453,2.181
407.16,3.031,0.467,2.185
407.67,3.028,0.463,2.185
409.36,2.942,0.564,1.185
409.89,3.023,0.453,2.185
410.45,2.941,0.566,0.732
410.97,2.931,0.453,2.185
411.48,2.982,0.922,2.185
412.64,3.034,0.453,2.185
413.15,3.03,0.453,2.185
413.66,2.942,0.482,2.181
414.17,3.026,0.467,2.185
414.72,2.943,0.566,0.631
415.24,2.926,0.453,2.185
415.75,2.945,0.453,2.181
416.27,3.023,0.467,2.185
417.93,2.936,0.453,0.531
418.45,2.926,0.453,2.185
418.96,3.001,0.525,2.185
420.63,3.087,0.453,2.185
421.14,3.109,0.465,2.185
422.61,2.942,0.566,0.732
423.22,3.006,0.467,2.185
424.48,2.942,0.572,1.185
425.01,3.048,0.467,2.185
426.14,2.926,0.617,0.732
426.67,2.963,0.464,2.185
427.18,2.93,0.482,2.181
427.69,3.026,0.467,2.185
428.2,3.015,0.695,2.185
428.89,3.027,0.467,2.185
429.4,3.059,0.463,2.185
431.45,2.94,0.453,0.531
432.0,3.036,1.432,2.185
432.73,3.018,0.453,2.185
433.24,3.043,0.467,2.185
433.84,3.025,0.453,2.185
434.35,3.04,0.467,2.185
434.91,3.026,0.453,2.185
435.42,3.042,0.467,2.185
435.93,3.03,0.505,2.185
436.44,3.082,0.453,2.185
437.53,2.927,0.535,1.185
438.06,2.923,0.453,2.185
438.57,2.952,0.453,2.181
439.08,3.103,0.453,2.185
439.59,3.015,0.467,2.185
440.1,2.923,0.453,0.531
440.62,3.038,1.319,2.185
441.37,3.026,0.453,2.187
441.89,3.092,0.453,2.185
442.61,2.927,0.564,1.185
443.14,2.931,0.453,2.185
443.65,2.978,0.453,2.181
444.17,3.059,0.467,2.185
444.91,2.927,0.552,1.185
445.44,3.031,0.467,2.185
445.94,3.068,0.453,2.185
446.47,2.927,0.466,0.531
447.0,3.031,0.467,2.185
447.51,3.056,0.467,2.185
448.18,3.034,0.453,2.185
448.7,3.125,0.462,2.185
449.61,2.942,0.566,0.631
450.24,3.098,0.466,2.185
451.65,2.927,0.6,1.185
452.18,3.104,0.458,2.185
453.09,2.945,0.579,1.185
453.62,3.051,0.582,2.185
454.72,3.105,0.453,2.185
455.24,3.115,0.462,2.185
456.66,2.933,0.65,1.185
457.18,3.101,0.464,2.185
458.09,2.94,0.466,0.531
458.61,3.115,0.463,2.185
459.36,2.941,0.58,1.185
459.89,2.963,0.453,2.185
460.4,3.04,0.467,2.185
460.91,3.026,0.453,2.187
461.42,3.045,0.467,2.185
462.07,3.026,0.453,2.185
462.58,3.034,0.467,2.185
463.08,3.026,0.453,2.185
463.59,3.105,0.453,2.185
464.13,2.938,0.453,0.531
464.65,3.027,0.467,2.185
465.15,2.938,0.566,0.732
465.77,3.049,0.467,2.185
466.67,3.09,0.453,2.185
467.19,3.112,0.468,2.185
469.03,2.923,0.466,0.531
469.66,3.085,0.467,2.185
470.76,2.927,0.538,1.185
471.4,3.105,0.465,2.185
472.09,2.923,0.617,0.682
472.63,3.036,0.526,2.185
473.28,3.022,0.478,2.185
473.79,3.091,0.47,2.185
474.72,2.939,0.6,1.185
475.25,3.102,0.464,2.185
476.56,2.923,0.453,0.531
477.08,3.109,0.463,2.185
477.81,2.927,0.453,0.531
478.34,3.102,0.453,2.185
478.9,2.923,0.541,1.185
479.42,3.041,0.467,2.185
479.99,3.026,0.453,2.185
480.51,3.02,0.467,2.185
481.35,3.031,0.453,2.187
481.87,3.033,1.206,2.185
482.49,3.092,0.465,2.185
483.0,3.042,0.467,2.185
484.24,3.03,0.503,2.185
484.75,3.03,0.526,2.185
485.57,3.085,0.453,2.185
486.08,3.04,0.467,2.185
487.66,3.101,0.468,2.185
488.18,3.097,0.468,2.185
489.7,2.941,0.453,0.531
490.22,3.049,0.467,2.185
491.28,2.943,0.667,0.732
491.81,2.918,0.453,2.185
492.32,2.964,0.453,2.181
492.85,3.052,0.467,2.185
494.05,2.919,0.453,0.531
494.58,3.039,0.467,2.185
495.42,2.941,0.539,1.185
495.94,2.959,0.455,2.185
496.46,2.941,0.482,2.181
496.97,3.034,0.467,2.185
497.47,2.921,0.453,0.531
497.98,3.015,0.467,2.185
498.49,3.021,0.467,2.185
499.05,2.942,0.453,0.531
499.57,3.027,0.467,2.185
500.08,3.091,0.453,2.185
500.58,2.931,0.482,2.181
501.1,3.028,0.467,2.185
501.61,3.032,0.453,2.185
502.33,2.923,0.536,1.185
502.86,2.951,0.453,2.185
503.37,3.024,1.149,2.185
504.4,3.092,0.453,2.185
504.91,3.043,0.639,2.185
506.2,3.032,0.467,2.185
