t_s,rss_gb,cuda_alloc_gb,cuda_reserved_gb
0.0,0.633,0.0,0.0
0.54,0.703,0.0,0.0
1.04,0.764,0.0,0.0
1.55,0.832,0.0,0.0
2.06,0.845,0.0,0.0
2.56,0.849,0.0,0.0
3.07,0.864,0.0,0.0
3.59,0.88,0.0,0.0
4.09,0.873,0.0,0.0
4.6,0.888,0.0,0.0
5.11,0.886,0.0,0.0
5.62,0.875,0.0,0.0
6.22,1.039,0.0,0.0
6.8,1.267,0.01,0.094
7.32,1.623,0.084,0.094
7.82,1.641,0.263,0.663
8.33,1.691,0.569,0.724
8.84,1.877,0.538,0.593
9.35,1.946,0.444,0.835
9.86,2.6,0.462,0.614
10.37,2.734,0.453,2.181
10.88,2.864,0.468,2.185
11.63,2.769,0.453,0.531
12.15,2.946,0.469,2.185
13.57,2.795,0.516,0.581
14.08,2.945,0.467,2.185
14.89,2.843,0.453,2.181
15.4,2.887,0.467,2.185
15.91,2.94,0.46,2.185
16.79,2.891,0.453,0.531
17.31,2.951,0.469,2.185
18.46,2.886,0.453,2.185
18.98,2.942,0.466,2.185
20.38,2.795,0.453,2.181
20.89,2.954,0.467,2.185
21.88,2.791,0.482,2.181
22.4,2.943,0.46,2.185
23.3,2.799,0.482,2.181
23.82,2.949,0.462,2.185
24.82,2.827,0.453,2.181
25.33,2.954,0.46,2.185
26.19,2.779,0.453,0.531
26.71,3.008,0.457,2.185
28.28,2.858,0.482,2.181
28.79,2.934,0.467,2.185
29.79,2.842,0.552,1.185
30.3,2.942,0.453,2.185
30.81,2.908,0.453,2.181
31.33,3.018,0.453,2.185
31.84,2.954,0.459,2.185
32.35,2.865,1.206,2.185
32.98,2.948,0.453,2.187
33.49,2.938,0.467,2.185
34.0,2.858,0.453,0.531
34.54,2.935,0.866,2.185
35.33,2.946,0.453,2.185
35.84,2.854,0.453,2.185
36.35,2.938,0.467,2.185
36.85,2.95,0.516,2.185
37.37,2.942,0.467,2.185
38.81,2.945,0.453,2.185
39.34,2.946,0.467,2.185
40.55,2.945,0.453,2.187
41.06,2.95,0.467,2.185
41.57,2.857,0.453,0.531
42.08,2.944,0.463,2.185
42.59,2.856,0.453,2.181
43.11,2.949,0.467,2.185
43.7,2.948,0.453,2.187
44.22,2.938,0.467,2.185
44.95,2.857,0.453,0.531
45.48,2.845,0.453,2.185
45.99,2.946,0.467,2.185
46.63,2.949,0.453,2.185
47.14,2.945,0.467,2.185
47.65,2.935,0.483,2.185
48.16,2.862,0.453,2.181
48.68,2.944,0.467,2.185
49.19,2.937,0.525,2.185
50.15,2.998,0.453,2.185
50.66,3.023,0.464,2.185
51.78,2.856,0.482,2.181
52.29,2.949,0.467,2.185
52.8,2.844,0.545,1.185
53.32,3.003,0.453,2.185
53.82,2.899,0.453,2.181
54.33,2.882,0.453,2.185
54.84,2.939,0.539,2.185
55.5,2.95,0.453,2.187
56.02,2.946,0.866,2.185
56.55,2.945,0.453,2.185
57.06,2.953,0.47,2.185
57.57,2.899,0.453,2.181
58.08,2.935,0.453,2.185
58.6,2.874,0.752,2.185
59.41,2.944,0.453,2.185
59.92,2.935,0.453,2.185
60.43,2.894,0.453,2.181
60.95,2.941,0.453,2.185
61.86,2.85,0.482,2.181
62.37,2.85,0.453,2.185
62.89,2.939,0.467,2.185
64.82,2.95,0.512,2.185
65.34,2.935,0.467,2.185
66.84,2.946,0.519,2.185
67.36,2.937,0.453,2.185
68.93,2.948,0.453,2.185
69.44,2.937,0.467,2.185
70.6,2.961,0.453,2.185
71.13,2.958,0.467,2.185
71.87,2.956,0.453,2.185
72.38,2.852,0.453,2.187
72.9,2.945,0.525,2.185
73.84,2.956,0.453,2.185
74.34,2.955,0.453,2.185
74.85,2.889,0.453,2.181
75.36,2.874,0.453,2.185
75.87,2.977,0.461,2.185
76.96,2.899,0.453,2.181
77.47,2.836,0.453,2.185
77.98,2.945,0.467,2.185
79.15,3.019,0.464,2.185
79.66,2.941,0.467,2.185
80.89,3.023,0.465,2.185
81.41,2.945,0.467,2.185
82.66,2.944,0.465,2.185
83.18,2.941,0.467,2.185
84.66,2.86,0.482,2.181
85.19,2.945,0.866,2.185
85.97,2.944,0.453,2.185
86.49,2.937,0.483,2.185
86.99,2.845,0.474,2.181
87.53,3.012,0.457,2.185
88.78,2.85,0.453,0.531
89.3,2.959,0.467,2.185
90.82,2.958,0.515,2.185
91.33,2.941,0.467,2.185
92.47,2.952,0.453,2.185
92.99,2.945,0.467,2.185
93.49,2.957,0.453,2.185
