t_s,rss_gb,cuda_alloc_gb,cuda_reserved_gb
131.92,2.952,0.467,2.185
132.43,3.013,0.464,2.185
133.3,2.855,0.482,2.181
133.83,3.014,0.458,2.185
134.45,2.933,0.453,2.181
134.96,2.854,0.556,1.185
135.48,2.945,0.467,2.185
135.98,2.942,0.467,2.185
136.49,2.944,0.453,2.185
137.0,2.862,0.453,2.185
137.51,3.002,0.453,2.185
138.01,2.924,0.453,2.181
138.52,2.957,0.469,2.185
139.03,2.875,0.453,2.185
139.54,2.946,0.866,2.185
140.15,2.951,0.467,2.185
140.67,3.018,0.463,2.185
142.34,2.861,1.069,1.609
142.87,2.937,0.866,2.185
143.41,2.94,0.495,2.185
143.93,2.95,1.263,2.185
144.67,2.949,0.457,2.185
145.19,3.009,0.468,2.185
145.96,2.944,0.453,2.185
146.48,2.942,0.467,2.185
147.64,3.023,0.465,2.185
148.16,2.946,0.472,2.185
149.41,2.944,0.453,2.185
149.92,2.95,0.752,2.185
151.16,2.949,0.453,2.185
151.69,2.946,0.467,2.185
152.43,2.944,0.453,2.185
152.94,2.862,0.453,2.185
153.45,2.945,0.866,2.185
154.13,2.949,0.457,2.185
154.65,2.879,0.453,0.531
155.54,2.874,0.453,0.531
156.04,2.938,0.453,0.531
156.55,3.023,0.453,0.531
