t_s,rss_gb,cuda_alloc_gb,cuda_reserved_gb
0.0,0.633,0.0,0.0
0.54,0.718,0.0,0.0
1.05,0.801,0.0,0.0
1.56,0.844,0.0,0.0
2.06,0.85,0.0,0.0
2.57,0.881,0.0,0.0
3.08,0.88,0.0,0.0
3.58,0.884,0.0,0.0
4.09,0.895,0.0,0.0
4.59,0.901,0.0,0.0
5.1,0.902,0.0,0.0
5.6,0.901,0.0,0.0
6.11,1.023,0.0,0.0
6.89,1.287,0.084,0.094
7.41,1.643,0.084,0.094
7.91,1.661,0.263,0.663
8.42,1.712,0.578,0.724
8.93,1.909,0.532,0.593
9.44,1.998,0.444,0.835
9.95,2.648,0.483,0.614
10.46,2.79,0.453,2.181
10.97,2.951,0.468,2.185
11.83,2.79,0.453,0.531
12.4,2.969,0.466,2.185
13.73,2.815,0.566,0.732
14.24,2.961,0.465,2.185
15.13,2.8,0.453,0.531
15.65,2.839,0.453,2.185
16.17,2.927,0.468,2.185
17.18,2.91,0.453,0.531
17.72,2.973,0.469,2.185
18.87,2.905,0.453,2.185
19.38,2.953,0.468,2.185
20.83,2.814,0.541,1.185
21.36,2.97,0.465,2.185
22.47,2.802,0.478,0.581
22.99,2.959,0.459,2.185
23.92,2.818,0.453,2.181
24.45,2.967,0.457,2.185
25.54,2.868,0.453,2.181
26.05,2.97,0.468,2.185
27.06,2.798,0.539,1.185
27.6,3.025,0.466,2.185
29.06,2.877,0.453,0.531
29.57,2.954,0.467,2.185
30.49,2.877,0.539,1.185
31.0,2.957,0.467,2.185
31.51,2.907,0.453,2.181
32.02,3.005,0.453,2.185
32.52,2.957,0.467,2.185
33.03,2.869,0.453,2.181
33.54,2.89,0.453,2.187
34.06,2.958,0.467,2.185
34.65,2.969,0.453,2.185
35.17,2.962,0.467,2.185
36.07,2.973,0.453,0.531
36.68,2.903,0.453,2.185
37.19,3.025,0.453,2.185
37.7,2.973,0.453,2.185
38.22,2.958,0.467,2.185
39.66,2.969,0.532,2.185
40.17,2.965,0.922,2.185
41.51,2.964,0.453,2.187
42.02,2.957,0.526,2.185
42.55,2.968,0.453,2.185
43.06,2.964,0.467,2.185
43.57,2.963,0.453,0.531
44.09,2.956,0.467,2.185
44.82,2.959,0.453,2.187
45.33,2.96,0.453,2.185
46.04,2.875,0.466,0.531
46.56,2.901,0.453,2.185
47.08,2.973,0.527,2.185
47.63,2.971,0.453,2.185
48.14,2.923,0.467,2.185
48.65,2.965,0.484,2.185
49.16,2.898,0.482,2.181
49.67,2.87,0.453,2.185
50.19,2.958,0.467,2.185
51.28,3.018,0.453,2.185
51.79,3.022,0.464,2.185
52.99,2.866,0.453,2.181
53.49,2.958,0.467,2.185
54.02,2.957,0.453,2.185
54.52,2.954,1.432,2.185
55.04,2.957,0.453,2.185
55.55,2.969,0.453,2.185
56.06,2.885,0.467,2.185
56.84,2.965,0.453,2.187
57.35,2.961,1.092,2.185
57.87,2.96,0.453,2.185
58.38,2.969,0.467,2.185
58.89,2.876,0.482,2.181
59.41,3.033,0.454,2.185
59.93,2.893,0.453,2.181
60.44,2.967,0.453,2.185
60.95,2.96,0.467,2.185
61.63,3.039,0.453,2.185
62.14,3.01,0.463,2.185
63.33,2.917,0.453,2.181
63.84,2.873,0.453,2.185
64.35,2.957,0.639,2.185
66.16,2.968,0.512,2.185
66.68,2.955,0.979,2.185
68.05,3.031,0.453,2.185
68.58,2.968,0.467,2.185
70.14,2.966,0.457,2.185
70.66,2.972,0.525,2.185
72.01,2.97,0.507,2.185
72.52,2.963,0.467,2.185
73.28,2.965,0.453,2.185
73.79,2.874,0.453,2.187
74.31,2.899,0.979,2.183
75.25,2.969,0.453,2.185
75.76,2.963,0.467,2.185
76.27,2.859,0.482,2.181
76.78,2.847,0.453,2.185
77.29,2.961,0.473,2.185
78.39,2.879,0.535,1.185
78.91,2.955,0.453,2.185
79.42,2.953,0.453,2.181
79.92,2.96,0.467,2.185
80.51,3.033,0.453,2.185
81.04,2.969,0.467,2.185
82.31,3.032,0.453,2.185
82.82,2.961,0.467,2.185
84.22,2.96,0.457,2.185
84.74,2.97,0.467,2.185
86.21,2.968,0.453,2.185
86.73,2.958,0.467,2.185
87.6,2.957,0.453,2.185
88.11,2.965,0.459,2.185
88.62,2.877,0.453,2.181
89.13,3.037,0.458,2.185
90.67,2.869,0.572,1.185
91.2,2.97,0.467,2.185
92.72,2.968,0.512,2.185
93.23,2.963,0.526,2.185
94.43,2.965,0.453,2.185
94.94,2.954,0.467,2.185
95.45,2.965,0.472,2.185
95.96,2.958,0.467,2.185
96.86,3.026,0.453,2.185
97.37,2.958,0.467,2.185
98.57,2.957,0.54,2.185
99.12,2.967,0.467,2.185
100.44,2.862,0.482,2.181
100.95,2.957,0.467,2.185
101.46,2.966,0.467,2.185
101.98,3.022,0.453,2.185
102.49,2.962,0.467,2.185
103.83,2.964,0.453,2.185
104.34,2.966,0.525,2.185
105.02,2.964,0.473,2.187
105.53,2.961,0.467,2.185
106.03,2.857,0.453,0.531
106.56,2.966,0.467,2.185
107.5,2.969,0.453,2.185
108.01,2.97,0.467,2.185
108.93,3.003,0.453,2.185
109.44,3.024,0.477,2.185
110.62,2.962,0.453,0.531
111.14,2.959,0.752,2.185
112.24,2.957,0.513,2.185
112.76,3.028,0.468,2.185
113.54,2.862,0.453,0.531
114.09,3.025,0.462,2.185
115.35,2.91,0.453,2.181
115.86,2.975,0.453,2.185
116.36,2.956,0.453,2.185
116.87,2.867,0.453,2.181
117.39,2.964,0.453,2.185
118.2,2.962,0.453,2.185
118.72,3.014,0.456,2.185
120.05,2.882,0.453,0.531
120.56,2.907,0.453,0.531
121.07,2.936,0.556,2.185
121.6,2.857,0.453,0.531
122.13,3.02,0.469,2.185
123.23,2.904,0.453,2.181
123.74,2.961,0.488,2.185
124.26,2.878,0.482,2.181
124.77,3.029,0.466,2.185
125.57,2.862,0.453,0.531
