#Date        Time         gpu     sm    mem    enc    dec    jpg    ofa     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      %      %      %      %      %      %     MB     MB     MB 
 20260722    03:24:26       0      0      0      0      0      0      0     92     13      0 
 20260722    03:24:27       0      0      0      0      0      0      0     92     13      0 
 20260722    03:24:28       0      0      0      0      0      0      0     92     13      0 
 20260722    03:24:29       0      0      0      0      0      0      0     92     13      0 
 20260722    03:24:30       0      0      0      0      0      0      0     92     13      0 
 20260722    03:24:31       0      0      0      0      0      0      0     92     13      0 
 20260722    03:24:32       0      0      0      0      0      0      0     92     13      0 
 20260722    03:24:33       0      0      0      0      0      0      0     92     13      0 
 20260722    03:24:34       0      0      0      0      0      0      0     92     13      0 
 20260722    03:24:35       0      0      0      0      0      0      0     92     13      0 
 20260722    03:24:36       0      0      0      0      0      0      0     92     13      0 
 20260722    03:24:37       0      0      0      0      0      0      0     92     13      0 
 20260722    03:24:38       0      0      0      0      0      0      0     92     13      0 
 20260722    03:24:39       0      0      0      0      0      0      0     92     13      0 
 20260722    03:24:40       0      0      0      0      0      0      0     92     13      0 
 20260722    03:24:41       0      0      0      0      0      0      0     92     13      0 
 20260722    03:24:42       0      0      0      0      0      0      0     92     13      0 
 20260722    03:24:43       0      0      0      0      0      0      0     92     13      0 
 20260722    03:24:44       0      0      0      0      0      0      0     92     13      0 
 20260722    03:24:45       0      0      0      0      0      0      0     92     13      0 
 20260722    03:24:46       0      0      0      0      0      0      0     92     13      0 
 20260722    03:24:47       0      0      0      0      0      0      0     92     13      0 
 20260722    03:24:48       0      0      0      0      0      0      0    905     15      0 
 20260722    03:24:49       0      5      1      0      0      0      0   1279     15      0 
 20260722    03:24:50       0     13      5      0      0      0      0   1687     15      0 
 20260722    03:24:51       0      8      1      0      0      0      0   2781     15      0 
 20260722    03:24:52       0     58     32      0      0      0      0   2785     15      0 
 20260722    03:24:53       0     61     34      0      0      0      0   2785     15      0 
 20260722    03:24:54       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:24:55       0     71     38      0      0      0      0   2785     15      0 
 20260722    03:24:56       0      4      0      0      0      0      0   2785     15      0 
 20260722    03:24:57       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:24:58       0     74     41      0      0      0      0   2785     15      0 
 20260722    03:24:59       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:25:00       0     62     34      0      0      0      0   2785     15      0 
 20260722    03:25:01       0      0      0      0      0      0      0   2781     15      0 
 20260722    03:25:02       0     26     15      0      0      0      0   2785     15      0 
 20260722    03:25:03       0     11      1      0      0      0      0   2785     15      0 
 20260722    03:25:04       0      0      0      0      0      0      0   2781     15      0 
 20260722    03:25:05       0     10      5      0      0      0      0   2785     15      0 
 20260722    03:25:06       0     50     25      0      0      0      0   2785     15      0 
 20260722    03:25:07       0     27      9      0      0      0      0   2783     15      0 
 20260722    03:25:08       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:25:09       0     70     38      0      0      0      0   2785     15      0 
#Date        Time         gpu     sm    mem    enc    dec    jpg    ofa     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      %      %      %      %      %      %     MB     MB     MB 
 20260722    03:25:10       0     24      0      0      0      0      0   2783     15      0 
 20260722    03:25:11       0      0      0      0      0      0      0   2781     15      0 
 20260722    03:25:12       0      2      0      0      0      0      0   2785     15      0 
 20260722    03:25:13       0      2      1      0      0      0      0   2785     15      0 
 20260722    03:25:14       0     24     13      0      0      0      0   2785     15      0 
 20260722    03:25:15       0     26     14      0      0      0      0   2785     15      0 
 20260722    03:25:16       0     43     14      0      0      0      0   2783     15      0 
 20260722    03:25:17       0      1      1      0      0      0      0   2785     15      0 
 20260722    03:25:18       0     27     10      0      0      0      0   2785     15      0 
 20260722    03:25:19       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:25:20       0      0      0      0      0      0      0   2783     15      0 
 20260722    03:25:21       0      1      1      0      0      0      0   2781     15      0 
 20260722    03:25:22       0     19      9      0      0      0      0   2785     15      0 
 20260722    03:25:23       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:25:24       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:25:25       0     14      8      0      0      0      0   2163     15      0 
 20260722    03:25:26       0      3      1      0      0      0      0   2781     15      0 
 20260722    03:25:27       0      0      0      0      0      0      0   2783     15      0 
 20260722    03:25:28       0     71     39      0      0      0      0   2785     15      0 
 20260722    03:25:29       0     14      0      0      0      0      0   2785     15      0 
 20260722    03:25:30       0     89     49      0      0      0      0   2785     15      0 
 20260722    03:25:31       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:25:32       0      1      1      0      0      0      0   2785     15      0 
 20260722    03:25:33       0     82     45      0      0      0      0   2785     15      0 
 20260722    03:25:34       0      3      1      0      0      0      0   2781     15      0 
 20260722    03:25:35       0     39     19      0      0      0      0   2785     15      0 
 20260722    03:25:36       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:25:37       0     18      3      0      0      0      0   1207     15      0 
 20260722    03:25:38       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:25:39       0     18      3      0      0      0      0   1207     15      0 
 20260722    03:25:40       0     33     18      0      0      0      0   2785     15      0 
 20260722    03:25:41       0      0      0      0      0      0      0   2781     15      0 
 20260722    03:25:42       0      2      0      0      0      0      0   2783     15      0 
 20260722    03:25:43       0      3      1      0      0      0      0   2781     15      0 
 20260722    03:25:44       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:25:45       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:25:46       0     13      0      0      0      0      0   2785     15      0 
 20260722    03:25:47       0     90     49      0      0      0      0   1207     15      0 
 20260722    03:25:48       0     60     33      0      0      0      0   1207     15      0 
 20260722    03:25:49       0      1      1      0      0      0      0   2785     15      0 
 20260722    03:25:50       0      2      0      0      0      0      0   2783     15      0 
 20260722    03:25:51       0     23      5      0      0      0      0   2781     15      0 
 20260722    03:25:52       0      1      0      0      0      0      0   2785     15      0 
 20260722    03:25:53       0     54     29      0      0      0      0   1207     15      0 
#Date        Time         gpu     sm    mem    enc    dec    jpg    ofa     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      %      %      %      %      %      %     MB     MB     MB 
 20260722    03:25:54       0     17      2      0      0      0      0   2781     15      0 
 20260722    03:25:55       0     17      1      0      0      0      0   2781     15      0 
 20260722    03:25:56       0     62     34      0      0      0      0   1207     15      0 
 20260722    03:25:57       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:25:58       0      0      0      0      0      0      0   1207     15      0 
 20260722    03:25:59       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:26:00       0     15      0      0      0      0      0   2781     15      0 
 20260722    03:26:01       0     19      9      0      0      0      0   2785     15      0 
 20260722    03:26:02       0     79     44      0      0      0      0   2785     15      0 
 20260722    03:26:03       0     79     44      0      0      0      0   2781     15      0 
 20260722    03:26:04       0      4      2      0      0      0      0   2785     15      0 
 20260722    03:26:05       0     10      5      0      0      0      0   1207     15      0 
 20260722    03:26:06       0     16      1      0      0      0      0   2785     15      0 
 20260722    03:26:07       0     70     38      0      0      0      0   2785     15      0 
 20260722    03:26:08       0      2      1      0      0      0      0   2785     15      0 
 20260722    03:26:09       0      3      1      0      0      0      0   2785     15      0 
 20260722    03:26:10       0     52     33      0      0      0      0   2785     15      0 
 20260722    03:26:11       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:26:12       0     36     12      0      0      0      0   2781     15      0 
 20260722    03:26:13       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:26:14       0      2      0      0      0      0      0   2785     15      0 
 20260722    03:26:15       0     53     29      0      0      0      0   2785     15      0 
 20260722    03:26:16       0     52     27      0      0      0      0   2781     15      0 
 20260722    03:26:17       0     22     11      0      0      0      0   1207     15      0 
 20260722    03:26:18       0     19      0      0      0      0      0   2787     15      0 
 20260722    03:26:19       0      7      4      0      0      0      0   1207     15      0 
 20260722    03:26:20       0     16      1      0      0      0      0   1207     15      0 
 20260722    03:26:21       0      0      0      0      0      0      0   1207     15      0 
 20260722    03:26:22       0      4      0      0      0      0      0   1207     15      0 
 20260722    03:26:23       0     65     36      0      0      0      0   2787     15      0 
 20260722    03:26:24       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:26:25       0     35     19      0      0      0      0   2785     15      0 
 20260722    03:26:26       0     48     26      0      0      0      0   2781     15      0 
 20260722    03:26:27       0      3      1      0      0      0      0   2785     15      0 
 20260722    03:26:28       0     19      9      0      0      0      0   2781     15      0 
 20260722    03:26:29       0     18      4      0      0      0      0   2785     15      0 
 20260722    03:26:31       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:26:32       0      1      1      0      0      0      0   2785     15      0 
 20260722    03:26:33       0     19      9      0      0      0      0   2783     15      0 
 20260722    03:26:34       0     17      2      0      0      0      0   2785     15      0 
 20260722    03:26:35       0     15      8      0      0      0      0   2781     15      0 
 20260722    03:26:36       0     64     35      0      0      0      0   2781     15      0 
 20260722    03:26:37       0     26      6      0      0      0      0   2785     15      0 
 20260722    03:26:38       0     19      9      0      0      0      0   2785     15      0 
#Date        Time         gpu     sm    mem    enc    dec    jpg    ofa     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      %      %      %      %      %      %     MB     MB     MB 
 20260722    03:26:39       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:26:40       0     19      9      0      0      0      0   2785     15      0 
 20260722    03:26:41       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:26:42       0     19      9      0      0      0      0   2785     15      0 
 20260722    03:26:43       0     66     36      0      0      0      0   2781     15      0 
 20260722    03:26:44       0      3      1      0      0      0      0   2785     15      0 
 20260722    03:26:45       0     18      2      0      0      0      0   2785     15      0 
 20260722    03:26:46       0     43     24      0      0      0      0   2785     15      0 
 20260722    03:26:47       0     61     33      0      0      0      0   2781     15      0 
 20260722    03:26:48       0      3      1      0      0      0      0   2785     15      0 
 20260722    03:26:49       0      2      0      0      0      0      0   2785     15      0 
 20260722    03:26:50       0      3      1      0      0      0      0   2785     15      0 
 20260722    03:26:51       0     14      6      0      0      0      0   2785     15      0 
 20260722    03:26:52       0      9      4      0      0      0      0   2785     15      0 
 20260722    03:26:53       0     82     45      0      0      0      0   2783     15      0 
 20260722    03:26:54       0     46     21      0      0      0      0   2785     15      0 
 20260722    03:26:55       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:26:56       0      0      0      0      0      0      0   2781     15      0 
 20260722    03:26:57       0     55     29      0      0      0      0   1207     15      0 
 20260722    03:26:58       0      0      0      0      0      0      0   1753     15      0 
 20260722    03:26:59       0     55     30      0      0      0      0   2785     15      0 
 20260722    03:27:00       0     33     11      0      0      0      0   2783     15      0 
 20260722    03:27:01       0      1      1      0      0      0      0   2785     15      0 
 20260722    03:27:02       0     15      7      0      0      0      0   2785     15      0 
 20260722    03:27:03       0     19      0      0      0      0      0   1207     15      0 
 20260722    03:27:04       0      2      1      0      0      0      0   2785     15      0 
 20260722    03:27:05       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:27:06       0      3      1      0      0      0      0   2785     15      0 
 20260722    03:27:07       0      8      2      0      0      0      0   2785     15      0 
 20260722    03:27:08       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:27:09       0      1      1      0      0      0      0   2785     15      0 
 20260722    03:27:10       0     65     35      0      0      0      0   2783     15      0 
 20260722    03:27:11       0      2      1      0      0      0      0   2785     15      0 
 20260722    03:27:12       0     19      9      0      0      0      0   2785     15      0 
 20260722    03:27:13       0      0      0      0      0      0      0   2781     15      0 
 20260722    03:27:14       0     56     30      0      0      0      0   2781     15      0 
 20260722    03:27:15       0      4      2      0      0      0      0   2785     15      0 
 20260722    03:27:16       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:27:17       0     10      4      0      0      0      0   2785     15      0 
 20260722    03:27:18       0      4      2      0      0      0      0   1207     15      0 
 20260722    03:27:19       0      1      0      0      0      0      0   2785     15      0 
 20260722    03:27:20       0     17      2      0      0      0      0   2785     15      0 
 20260722    03:27:21       0      1      0      0      0      0      0   1207     15      0 
 20260722    03:27:22       0      0      0      0      0      0      0   2785     15      0 
#Date        Time         gpu     sm    mem    enc    dec    jpg    ofa     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      %      %      %      %      %      %     MB     MB     MB 
 20260722    03:27:23       0     21      5      0      0      0      0   2785     15      0 
 20260722    03:27:24       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:27:25       0     16      1      0      0      0      0   2783     15      0 
 20260722    03:27:26       0     79     43      0      0      0      0   2781     15      0 
 20260722    03:27:27       0     56     30      0      0      0      0   2781     15      0 
 20260722    03:27:28       0     65     36      0      0      0      0   2785     15      0 
 20260722    03:27:29       0     34     11      0      0      0      0   2783     15      0 
 20260722    03:27:30       0      3      1      0      0      0      0   2785     15      0 
 20260722    03:27:31       0     19      9      0      0      0      0   2785     15      0 
 20260722    03:27:32       0      3      1      0      0      0      0   2785     15      0 
 20260722    03:27:33       0     27      2      0      0      0      0   2783     15      0 
 20260722    03:27:34       0      2      1      0      0      0      0   2785     15      0 
 20260722    03:27:35       0     19      9      0      0      0      0   2785     15      0 
 20260722    03:27:36       0      1      0      0      0      0      0   1207     15      0 
 20260722    03:27:37       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:27:38       0      0      0      0      0      0      0   2783     15      0 
 20260722    03:27:39       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:27:40       0      9      4      0      0      0      0   2785     15      0 
 20260722    03:27:41       0      5      3      0      0      0      0   2785     15      0 
 20260722    03:27:42       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:27:43       0      0      0      0      0      0      0   2785     15      0 
 20260722    03:27:44       0     15      0      0      0      0      0   2785     15      0 
 20260722    03:27:45       0     16      8      0      0      0      0   2781     15      0 
 20260722    03:27:46       0     24      0      0      0      0      0   2785     15      0 
