t_s,rss_gb,cuda_alloc_gb,cuda_reserved_gb
397.9,2.957,0.466,0.531
398.5,3.038,0.467,2.185
399.01,2.942,0.453,0.531
399.52,3.105,0.453,2.185
400.09,2.941,0.453,0.531
400.62,3.039,0.752,2.185
401.38,3.043,0.453,2.185
401.89,3.093,0.453,2.185
402.43,2.955,0.453,0.531
402.95,3.047,0.467,2.185
403.46,3.048,0.453,2.185
403.97,2.982,0.614,2.185
404.48,2.948,0.564,1.185
405.09,3.123,0.866,2.185
406.67,2.956,0.453,0.531
407.18,2.941,0.453,2.185
407.69,2.997,0.453,2.181
408.21,3.07,0.467,2.185
409.26,3.103,0.465,2.185
409.77,3.134,0.472,2.185
411.2,3.04,0.453,2.185
411.71,3.061,0.467,2.185
413.11,3.04,0.51,2.185
413.63,3.059,0.467,2.185
414.82,3.044,0.453,2.185
415.33,3.057,0.467,2.185
415.91,3.044,0.453,2.185
416.42,2.941,0.453,2.185
416.93,3.021,0.453,2.181
417.44,3.041,0.467,2.185
417.95,3.08,0.453,2.185
418.46,3.072,0.467,2.185
420.19,3.034,0.453,2.187
420.71,3.042,0.639,2.185
421.59,3.042,0.453,2.185
422.1,3.037,0.467,2.185
422.73,3.037,0.453,2.185
423.26,3.045,1.093,2.185
423.87,3.033,0.453,2.185
424.38,3.035,0.483,2.185
424.96,2.954,0.564,1.185
425.48,3.051,0.467,2.185
426.45,2.938,0.453,0.531
427.06,2.985,0.453,2.185
427.57,3.022,0.639,2.185
428.12,3.041,0.453,2.185
428.62,3.036,0.491,2.185
429.13,2.953,0.548,1.185
429.65,3.038,0.467,2.185
430.24,2.953,0.453,0.531
430.77,3.048,0.467,2.185
431.35,3.04,0.453,2.185
431.86,3.012,0.453,2.185
432.37,2.945,0.466,0.531
432.89,3.041,0.467,2.185
433.74,3.041,0.453,0.531
434.36,3.041,0.467,2.185
434.87,3.058,0.467,2.185
435.43,2.953,0.701,1.185
435.96,3.037,0.467,2.185
436.47,3.044,0.467,2.185
437.15,3.114,0.453,2.185
437.66,3.112,0.46,2.185
438.74,3.049,0.453,2.185
439.26,3.111,0.469,2.185
440.8,2.957,0.563,1.185
441.33,3.052,0.467,2.185
442.18,3.04,0.509,2.185
442.69,3.119,0.469,2.185
444.09,2.953,0.692,0.883
444.61,3.124,0.467,2.185
445.97,2.941,0.453,0.531
446.49,3.034,0.467,2.185
447.28,3.049,0.516,2.185
447.81,3.041,0.467,2.185
448.71,3.042,0.453,2.185
449.22,3.107,0.453,2.185
449.74,2.942,0.552,1.185
450.27,3.051,0.467,2.187
450.78,3.094,0.467,2.185
451.7,2.94,0.564,1.185
452.22,2.937,0.453,2.185
452.73,3.058,0.467,2.185
453.45,3.041,0.453,2.187
453.96,3.063,0.467,2.185
454.55,3.049,0.552,2.185
455.09,3.087,1.092,2.185
456.19,3.098,0.453,2.185
456.7,3.121,0.468,2.185
458.54,3.047,0.453,0.531
459.06,3.075,0.467,2.185
460.1,3.047,0.453,2.185
460.61,3.036,0.639,2.185
461.45,3.047,0.453,2.185
461.97,3.037,1.263,2.185
462.75,3.042,0.468,2.185
463.26,3.043,0.467,2.185
464.24,3.117,0.468,2.185
464.76,3.104,0.464,2.185
466.39,2.944,0.453,0.531
466.92,3.046,0.525,2.185
467.57,3.046,0.462,2.185
468.08,3.047,0.467,2.185
468.69,3.038,0.453,2.185
469.2,3.046,0.695,2.185
469.92,3.046,0.476,2.185
470.43,3.039,0.752,2.185
471.27,3.038,0.474,2.187
471.78,3.036,0.639,2.185
472.39,3.103,0.453,2.185
472.91,3.053,0.467,2.185
474.24,3.041,0.521,2.185
474.76,3.045,0.467,2.185
475.58,3.083,0.453,2.185
476.09,3.074,0.979,2.185
