t_s,rss_gb,cuda_alloc_gb,cuda_reserved_gb
120.0,3.011,0.453,2.181
120.51,3.061,0.467,2.185
121.05,3.072,0.453,2.185
121.57,3.073,0.453,2.187
122.08,2.987,0.453,2.181
122.59,3.074,0.467,2.185
123.1,3.064,0.453,2.187
123.61,3.002,0.453,2.181
124.12,2.98,0.453,2.185
124.63,3.076,0.467,2.185
125.15,3.008,0.453,0.531
125.66,2.979,0.453,2.185
126.17,2.951,0.453,0.531
126.78,2.979,0.453,2.185
127.28,3.091,0.453,2.185
127.79,3.076,0.467,2.185
128.3,2.988,0.453,2.181
128.81,3.063,0.467,2.185
129.32,3.089,0.467,2.185
130.1,2.979,0.482,2.181
130.62,3.076,0.467,2.185
131.13,2.999,0.453,2.185
131.63,3.075,0.462,2.185
132.15,3.016,0.453,2.181
132.65,3.065,0.453,2.185
133.17,3.023,0.453,2.185
133.69,3.08,0.467,2.185
134.55,3.065,0.472,2.187
135.06,3.017,0.488,2.187
135.57,3.063,0.453,2.181
136.08,3.058,0.453,2.185
136.59,3.086,0.453,2.181
137.11,3.066,0.467,2.185
137.62,3.064,0.453,2.185
138.13,2.972,0.453,2.185
138.65,3.092,0.463,2.185
140.04,3.013,0.453,0.531
140.55,2.955,0.453,2.181
141.05,3.055,0.467,2.185
141.57,2.951,0.453,0.531
142.43,3.042,0.467,2.185
142.94,2.946,0.453,0.531
143.45,3.07,0.453,2.185
143.97,3.083,0.467,2.185
145.31,3.046,0.453,2.185
145.83,3.083,0.467,2.185
146.65,3.071,0.453,2.185
147.17,3.138,0.462,2.185
147.89,3.038,0.453,0.531
148.4,3.041,0.453,2.185
148.91,3.043,1.092,2.185
149.54,3.103,0.453,2.185
150.05,3.107,0.467,2.185
151.13,3.149,0.465,2.185
151.66,3.116,0.467,2.185
152.84,3.066,0.511,2.185
153.37,3.135,0.465,2.185
154.5,2.966,0.529,0.581
155.01,3.079,0.752,2.185
155.55,3.071,0.453,2.185
156.06,3.042,0.467,2.185
156.57,2.998,0.453,0.531
157.08,3.041,0.551,2.185
157.59,3.019,0.453,2.181
158.1,3.099,0.467,2.185
159.3,2.984,0.453,0.531
159.82,3.043,0.467,2.185
160.33,3.063,0.453,2.185
160.84,3.066,0.453,2.181
161.36,3.085,0.467,2.185
162.14,3.142,0.465,2.185
162.66,3.149,0.464,2.185
163.65,2.971,0.541,1.185
164.17,3.098,0.467,2.185
165.01,3.08,0.467,2.185
165.51,3.124,0.464,2.185
167.13,2.982,0.453,0.531
167.66,3.066,0.467,2.185
168.73,3.07,0.453,2.187
169.24,3.009,0.453,2.185
169.76,3.066,0.467,2.185
170.27,2.985,1.086,1.372
170.79,3.003,0.453,2.185
171.3,3.095,0.463,2.185
172.6,3.011,0.453,2.181
173.11,3.067,0.546,2.185
173.62,2.994,0.453,2.181
174.13,3.154,0.465,2.185
175.07,2.972,0.482,2.181
175.59,3.085,0.467,2.185
176.28,2.983,0.572,1.185
176.79,3.072,0.467,2.185
177.3,3.111,0.467,2.185
177.81,3.017,0.482,2.181
178.33,3.061,0.639,2.185
179.34,3.075,0.453,2.185
179.85,3.067,0.582,2.185
180.95,3.071,0.453,2.185
181.46,3.044,0.453,2.185
181.97,3.086,0.467,2.185
183.7,3.036,0.453,2.185
184.21,3.08,1.206,2.185
184.85,3.031,0.453,2.185
185.36,3.064,0.467,2.185
185.86,3.071,0.456,2.185
186.38,3.031,0.453,2.181
186.89,3.132,0.453,2.185
187.41,3.106,0.467,2.185
188.31,3.068,0.462,2.185
188.82,3.138,0.464,2.185
190.04,3.007,0.453,2.181
190.54,3.075,0.467,2.185
191.05,2.991,0.453,2.185
191.56,3.068,0.467,2.185
192.07,2.97,0.482,2.181
192.58,2.958,0.453,2.185
193.1,3.059,0.467,2.185
193.91,3.074,0.473,2.185
194.43,3.076,0.467,2.185
195.19,3.063,0.453,2.185
195.7,3.117,0.453,2.185
196.21,2.984,0.482,2.181
196.72,3.061,0.467,2.185
197.24,3.076,0.53,2.185
197.75,3.141,0.466,2.185
198.76,2.986,0.545,1.185
199.3,3.075,0.467,2.185
200.3,3.079,0.504,2.185
