t_s,rss_gb,cuda_alloc_gb,cuda_reserved_gb
116.58,2.865,0.453,2.181
117.11,2.948,1.319,2.185
117.97,3.017,0.465,2.185
118.49,3.004,0.464,2.185
119.74,2.874,0.453,0.531
120.25,2.893,0.453,0.531
120.76,2.917,0.527,2.185
121.29,2.842,0.453,0.531
121.84,3.019,0.467,2.185
123.03,2.897,0.453,2.181
123.54,3.008,0.453,2.185
124.05,2.863,0.564,1.185
124.58,3.019,0.466,2.185
125.5,2.852,0.482,2.181
126.02,2.893,0.462,2.185
126.91,2.941,0.453,2.181
127.42,2.959,0.47,2.185
127.93,2.877,0.453,2.185
128.44,2.944,0.467,2.185
129.1,2.955,0.453,2.185
129.62,2.956,0.467,2.185
130.29,2.959,0.453,2.185
130.8,2.954,0.453,2.185
131.31,2.947,0.467,2.185
131.82,2.862,0.767,1.372
132.34,2.955,0.467,2.185
132.86,2.947,0.467,2.185
133.58,2.95,0.453,0.531
134.1,2.91,0.453,2.185
134.61,2.947,0.467,2.185
135.57,2.958,0.453,2.185
136.1,2.951,0.525,2.185
136.74,2.954,0.453,0.531
137.26,3.016,0.467,2.185
137.77,2.843,0.453,2.185
138.28,2.895,0.866,2.185
138.94,2.943,0.453,2.185
139.45,2.885,0.453,2.185
139.96,3.013,0.453,2.185
140.47,2.932,0.453,2.181
140.98,2.954,0.506,2.185
141.49,2.884,0.453,2.185
142.0,2.939,0.467,2.185
142.59,3.006,0.453,2.185
143.1,3.018,0.463,2.185
144.79,2.863,0.453,0.531
145.32,2.94,0.467,2.185
145.85,2.943,0.512,2.185
146.37,2.953,0.467,2.185
147.05,2.951,0.504,2.185
147.58,3.028,0.468,2.185
148.49,2.853,0.466,0.531
149.05,2.956,0.866,2.185
150.2,3.019,0.453,2.185
150.71,2.962,0.453,2.185
151.94,2.949,0.453,2.185
152.44,3.023,0.465,2.185
153.58,2.854,0.453,2.181
154.09,2.951,0.467,2.185
154.67,2.949,0.453,2.185
155.18,2.856,0.453,2.185
155.7,2.881,1.206,2.185
156.44,2.951,0.47,2.185
156.95,2.898,0.453,0.531
157.82,2.903,0.453,0.531
158.32,2.979,0.453,0.531
158.83,3.066,0.453,0.531
