t_s,rss_gb,cuda_alloc_gb,cuda_reserved_gb
0.0,0.633,0.0,0.0
0.53,0.769,0.0,0.0
1.04,0.769,0.0,0.0
1.55,0.77,0.0,0.0
2.05,0.803,0.0,0.0
2.56,0.803,0.0,0.0
3.07,0.852,0.0,0.0
3.57,0.913,0.0,0.0
4.08,0.904,0.0,0.0
4.59,0.947,0.0,0.0
5.1,0.932,0.0,0.0
5.6,0.943,0.0,0.0
6.11,0.986,0.0,0.0
6.62,0.978,0.0,0.0
7.13,0.993,0.0,0.0
7.63,0.999,0.0,0.0
8.14,1.001,0.0,0.0
8.65,0.991,0.0,0.0
9.15,0.966,0.0,0.0
9.66,0.978,0.0,0.0
10.17,0.999,0.0,0.0
10.68,1.013,0.0,0.0
11.19,1.006,0.0,0.0
11.7,0.999,0.0,0.0
12.21,1.006,0.0,0.0
12.71,1.016,0.0,0.0
13.22,1.011,0.0,0.0
13.72,1.017,0.0,0.0
14.23,1.01,0.0,0.0
14.73,1.008,0.0,0.0
15.24,1.017,0.0,0.0
15.74,1.014,0.0,0.0
16.25,1.032,0.0,0.0
16.75,1.011,0.0,0.0
17.26,1.022,0.0,0.0
17.77,1.037,0.0,0.0
18.28,1.032,0.0,0.0
18.78,1.031,0.0,0.0
19.29,1.036,0.0,0.0
19.79,1.04,0.0,0.0
20.3,1.0,0.0,0.0
20.84,1.123,0.0,0.0
21.51,1.381,0.052,0.069
22.05,1.743,0.084,0.094
22.56,1.761,0.263,0.663
23.06,1.808,0.569,0.724
23.57,1.994,0.558,0.593
24.08,2.055,0.444,0.835
24.59,2.709,0.459,0.614
25.13,2.817,0.453,0.531
25.65,2.894,0.453,2.185
26.16,2.978,0.453,2.181
26.67,3.017,0.526,2.185
28.12,2.949,0.476,2.185
28.64,3.046,0.468,2.185
30.13,2.906,0.453,0.531
30.66,3.054,0.468,2.185
31.57,2.886,0.453,0.531
32.1,3.055,0.467,2.185
33.6,2.895,0.466,0.531
34.13,3.059,0.466,2.185
35.56,2.906,0.543,1.185
36.09,3.06,0.465,2.185
37.05,2.909,0.466,0.531
37.57,3.04,0.466,2.185
38.41,2.964,0.453,0.531
38.95,3.044,0.467,2.185
39.64,3.052,0.453,2.185
40.16,3.057,0.467,2.185
40.89,3.06,0.543,2.185
41.41,3.057,0.467,2.185
42.69,3.056,0.516,2.185
43.21,3.049,0.582,2.185
43.97,3.06,0.453,2.185
44.51,3.056,0.866,2.185
45.37,3.055,0.529,2.185
45.89,3.061,1.206,2.185
47.4,3.059,0.457,2.185
47.91,3.042,0.467,2.185
49.08,3.053,0.453,2.185
49.6,3.054,0.639,2.185
50.27,3.057,0.524,2.185
50.81,3.044,0.752,2.185
51.84,3.052,0.529,2.185
52.36,3.111,0.464,2.185
53.21,2.966,0.533,1.185
53.75,3.053,0.467,2.185
54.42,2.964,0.453,0.531
55.03,3.049,1.206,2.185
55.59,3.12,0.453,2.185
56.1,3.049,0.467,2.185
57.38,3.048,0.453,2.185
57.91,3.111,0.462,2.185
58.62,2.964,0.482,2.181
59.14,3.048,0.503,2.185
59.65,2.952,0.453,2.187
60.16,3.038,0.453,2.181
60.68,3.049,0.457,2.185
61.19,3.044,0.453,2.185
61.71,3.004,0.453,2.181
62.22,2.987,0.453,2.185
62.73,3.044,0.467,2.185
63.25,3.048,0.453,2.185
63.76,2.965,0.453,2.185
64.28,3.053,0.467,2.185
64.82,3.064,0.453,2.185
65.34,3.061,0.467,2.185
65.92,3.064,0.516,2.185
66.46,3.111,0.465,2.185
67.34,2.966,0.558,1.185
67.86,3.111,0.453,2.185
68.42,2.968,0.453,0.531
68.95,3.057,0.467,2.185
69.83,3.128,0.453,2.185
