image_name,image_height,image_width,total_pixels,mean,std,var,min,max,median,range,percentile_5,percentile_10,percentile_25,percentile_75,percentile_90,percentile_95,percentile_99,skewness,kurtosis,energy,entropy,texture_gradient_mean,texture_gradient_std,texture_local_std_mean,texture_local_std_std,texture_laplacian_var,otsu_threshold,binary_white_ratio,binary_black_ratio,connected_components,edge_density,hist_peak,hist_peak_value,hist_mean,hist_variance,hist_skewness,hist_kurtosis,hist_width,hist_left_edge,hist_right_edge,centroid_x,centroid_y,structure_trace_mean,structure_det_mean
HER2_final_complete_mask,15278,19923,304383594,205.9168034365216,100.53384971639048,10107.054938797784,0,255,255.0,255,0.0,0.0,255.0,255.0,255.0,255.0,255.0,-1.560007970603727,0.43362486834718483,0.6891332585222474,0.706638001487199,281.03027980369575,316.2120062845982,64.05521392822266,47.91236877441406,126080.86945662554,0.0,0.8075168762216534,0.19248312377834662,4717,0.0397935967600146,255,0.8075168132781982,205.91678738594055,10107.054296893624,-1.5600075482298013,3.433624101170672,255,0,255,247.8216579019939,252.8732369819921,182699.3732,0.0
