image_name,image_height,image_width,total_pixels,mean,std,var,min,max,median,range,percentile_5,percentile_10,percentile_25,percentile_75,percentile_90,percentile_95,percentile_99,skewness,kurtosis,energy,entropy,texture_gradient_mean,texture_gradient_std,texture_local_std_mean,texture_local_std_std,texture_laplacian_var,otsu_threshold,binary_white_ratio,binary_black_ratio,connected_components,edge_density,hist_peak,hist_peak_value,hist_mean,hist_variance,hist_skewness,hist_kurtosis,hist_width,hist_left_edge,hist_right_edge,centroid_x,centroid_y,structure_trace_mean,structure_det_mean
DISH_final_complete_mask,24435,32251,788053185,159.9371045051991,123.30484277317994,15204.084251318625,0,255,255.0,255,0.0,0.0,0.0,255.0,255.0,255.0,255.0,-0.526128638189295,-1.7231886560770704,0.5323618840502486,0.9527953634131953,331.1097008888025,317.49538948574286,74.4014892578125,44.59281539916992,147017.53094838385,0.0,0.6272043313929376,0.37279566860706237,101889,0.0494174831613681,255,0.6272042989730835,159.9370962381363,15204.08402529821,-0.526128469352289,1.2768112367415658,255,0,255,253.7384722149883,251.24021554041045,213008.040816,0.0
